Last Name,First Name,main-tour,L5-1 Place,L5 Tournament-1,L5 Tournament-Tour1,L5-2 Place,L5 Tournament-2,L5 Tournament-Tour2,L5-3 Place,L5 Tournament-3,L5 Tournament-Tour3,L5-4 Place,L5 Tournament-4,L5 Tournament-Tour4,L5-5 Place,L5 Tournament-5,L5 Tournament-Tour5,Last 20 Rds True-SG,Last 20 VERSUS BASELINE
PEACOCK,JAKE,Korn Ferry Tour,CUT,94 Abierto del Centro Zurich presentado por Personal,PGA Tour Americas,T24,Diners Club Peru Open,PGA Tour Americas,T29,Visit Knoxville Open,Korn Ferry Tour,T40,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.61,0.13
CONE,TREVOR,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.62,-1.23
HOFFMAN,CHARLEY,PGA Tour,CUT,Valero Texas Open,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,T54,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,-1.62,0.28
GIRRBACH,JOEL,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,11,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,WD,KLM Open,DP World Tour,-1.62,-0.8
ONISHI,KAITO,Japan Golf Tour,T32,MAEZAWA CUP,Japan Golf Tour,T53,The Crowns,Japan Golf Tour,CUT,Kansai Open Golf Championship,Japan Golf Tour,CUT,Gate Way To The Open Mizuno Open,Japan Golf Tour,T10,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,-1.66,0.4
LAGERGREN,JOAKIM,DP World Tour,T18,Turkish Airlines Open,DP World Tour,T17,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-1.66,-1.03
ZANOTTI,FABRIZIO,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,T51,Challenge de Catalunya,Challenge Tour,T17,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-1.67,-0.04
BYRD,JONATHAN,Korn Ferry Tour,CUT,Puerto Rico Open,PGA Tour,CUT,LECOM Suncoast Classic,Korn Ferry Tour,CUT,Zurich Classic of New Orleans,PGA Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T59,THE CJ CUP Byron Nelson,PGA Tour,-1.69,-0.96
MORY,FELIX,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T26,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-1.7,0.03
DEL SOLAR,CRISTOBAL,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T7,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.75,-0.25
FERNANDEZ VALDES,JORGE,Korn Ferry Tour,T69,Colonial Life Charity Classic,Korn Ferry Tour,T23,Visit Knoxville Open,Korn Ferry Tour,65,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T65,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.76,-1.1
THORNBERRY,BRADEN,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,T51,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T66,UNC Health Championship,Korn Ferry Tour,39,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-1.76,-0.13
LEWIS,BRYCE,Korn Ferry Tour,T60,Colonial Life Charity Classic,Korn Ferry Tour,T3,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.76,-0.39
GARCIA RODRIGUEZ,SEBASTIAN,DP World Tour,T52,Volvo China Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,66,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T60,KLM Open,DP World Tour,-1.77,-0.42
PAUL,YANNIK,DP World Tour,T43,Estrella Damm Catalunya Championship,DP World Tour,CUT,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-1.77,0.15
CREIGHTON,MYLES,Korn Ferry Tour,CUT,Club Car Championship at The Landings Golf & Athletic Club,Korn Ferry Tour,T62,LECOM Suncoast Classic,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,-1.78,-0.3
STEGMAIER,BRETT,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T55,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-1.78,-0.16
INFANTI,NICK,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T33,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.78,0.35
MONTGOMERY,TAYLOR,Korn Ferry Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T51,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.79,-1.46
NESBITT,DREW,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T50,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,RBC Canadian Open,PGA Tour,-1.79,-0.24
VAN HORNE,ASHTON,Korn Ferry Tour,CUT,LECOM Suncoast Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T19,UNC Health Championship,Korn Ferry Tour,T40,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,Inter Rapidisimo Golf Championship,PGA Tour Americas,-1.79,-0.51
NIMMER,BRYSON,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T28,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.8,0.04
SIEM,MARCEL,DP World Tour,T18,Joburg Open,DP World Tour,WD,Volvo China Open,DP World Tour,T53,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T32,KLM Open,DP World Tour,-1.8,-0.23
WILLIAMS,ROBIN,DP World Tour,T15,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T45,KLM Open,DP World Tour,T28,Interwetten Open,Challenge Tour,-1.81,-0.14
LEE,K.H.,Korn Ferry Tour,CUT,Valero Texas Open,PGA Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-1.81,0.42
HIGHSMITH,JOE,PGA Tour,T67,ONEflight Myrtle Beach Classic,PGA Tour,CUT,PGA Championship,Major,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,70,RBC Canadian Open,PGA Tour,-1.81,-0.42
GORDON,WILL,Korn Ferry Tour,T23,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.83,-0.6
NUNEZ,AUGUSTO,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T52,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.85,0.13
MCDOWELL,GRAEME,LIV Golf,T53,South Africa,LIV Golf,T52,Mexico City,LIV Golf,T18,Virginia,LIV Golf,T45,Korea,LIV Golf,51,Andalucia,LIV Golf,-1.85,-0.85
FANG,ETHAN,Amateur,CUT,Masters Tournament,Major,T47,Mountaineer Invitational at Pete Dye,Amateur,8,Big 12 Men's Golf Championship,Amateur,T25,NCAA Marana Regional,Amateur,T42,NCAA DI Men's National Championship- Stroke Play,Amateur,-1.86,-0.21
MERRITT,TROY,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,T75,ONEflight Myrtle Beach Classic,PGA Tour,T54,THE CJ CUP Byron Nelson,PGA Tour,T48,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-1.86,-0.52
MAGUIRE,JACK,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T52,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.86,-0.04
OPPENHEIM,ROB,Korn Ferry Tour,83,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,69,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.87,-0.07
CAMPBELL,BEN,LIV Golf,56,Mexico City,LIV Golf,53,Virginia,LIV Golf,T12,Korea,LIV Golf,T31,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,-1.87,-0.5
HELLGREN,BJORN,LIV Golf,T9,Singapore Open presented by The Business Times,Asian Tour,T35,Virginia,LIV Golf,56,Korea,LIV Golf,54,Andalucia,LIV Golf,T37,International Series Morocco presented by Visit Morocco,Asian Tour,-1.9,-0.42
SARGENT,BILLY TOM,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T14,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.93,-0.6
VAN PARIS,JACKSON,Korn Ferry Tour,64,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-1.94,-0.8
WOLFF,MATTHEW,LIV Golf,T53,South Africa,LIV Golf,T5,Mexico City,LIV Golf,T44,Virginia,LIV Golf,57,Korea,LIV Golf,T37,Andalucia,LIV Golf,-1.95,-0.65
SEWELL,CHAD,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T60,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-1.97,-0.46
SENIOR,JACK,DP World Tour,T70,Turkish Airlines Open,DP World Tour,T37,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,WD,KLM Open,DP World Tour,-1.99,-0.72
CHARMASSON,CLEMENT,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,T47,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.01,-0.36
SANDHU,YUVRAJ SINGH,DP World Tour,T43,Turkish Airlines Open,DP World Tour,T31,Estrella Damm Catalunya Championship,DP World Tour,T63,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.03,-0.39
HORSFIELD,SAM,LIV Golf,T44,South Africa,LIV Golf,T32,Mexico City,LIV Golf,55,Virginia,LIV Golf,55,Korea,LIV Golf,T45,Andalucia,LIV Golf,-2.05,0.06
MARTIN,BEN,PGA Tour,T60,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,RBC Canadian Open,PGA Tour,-2.06,-0.94
MACDONALD,STUART,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,67,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.08,-1.2
SUMMERHAYS,DANIEL,Korn Ferry Tour,T61,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,T60,Colonial Life Charity Classic,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T64,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.09,-0.63
MICHELUZZI,DAVID,DP World Tour,T65,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,WD,KLM Open,DP World Tour,-2.09,-0.37
BACHA,CARSON,Korn Ferry Tour,T73,Colonial Life Charity Classic,Korn Ferry Tour,T60,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.12,-0.92
MEISEL,MARSHALL,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.14,-0.62
PULCINI,MATEO,Amateur,CUT,Masters Tournament,Major,T27,94 Abierto del Centro Zurich presentado por Personal,PGA Tour Americas,T2,Terron Amateur 2026,Amateur,,Abierto Ciudad de Rio Cuarto,Amateur,T54,St Andrews Links Trophy,Amateur,-2.16,0.45
KIM,MINKYU,LIV Golf,T6,The 45th GS Caltex Maekyung Open,ASA,56,Virginia,LIV Golf,DQ,Kolon The 68th KOREA Open,ASA,54,Korea,LIV Golf,50,Andalucia,LIV Golf,-2.17,-0.24
BREHM,RYAN,Korn Ferry Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-2.18,-0.13
OIWA,RYUICHI,Japan Golf Tour,WD,The Crowns,Japan Golf Tour,T17,Kansai Open Golf Championship,Japan Golf Tour,T31,Japan PGA Championship Senko Group Cup,Japan Golf Tour,CUT,Gate Way To The Open Mizuno Open,Japan Golf Tour,T10,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,-2.2,-0.3
LARRAZABAL,PABLO,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.21,-0.38
CAMPOS,RAFAEL,PGA Tour,CUT,Valero Texas Open,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,RBC Canadian Open,PGA Tour,-2.23,-0.44
GREY,J.J.,Korn Ferry Tour,CUT,LECOM Suncoast Classic,Korn Ferry Tour,T57,Diners Club Peru Open,PGA Tour Americas,CUT,Visit Knoxville Open,Korn Ferry Tour,T40,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.23,-0.1
BROOMHEAD,JONOTHAN,DP World Tour,T43,Mediclinic Invitational,Sunshine Tour,T37,Estrella Damm Catalunya Championship,DP World Tour,T41,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.27,-0.24
VON DELLINGSHAUSEN,NICOLAI,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,T70,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T66,KLM Open,DP World Tour,-2.28,-1.05
HERRINGTON,JACKSON,Amateur,T14,Pauma Valley Invitational presented by Heads Up,Amateur,CUT,Masters Tournament,Major,T60,2026 SEC Men's Golf Championship Stroke Play,Amateur,T44,NCAA Bryan Regional,Amateur,T46,NCAA DI Men's National Championship- Stroke Play,Amateur,-2.28,0.12
ASAJI,YOSUKE,LIV Golf,T35,Virginia,LIV Golf,T17,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T41,Korea,LIV Golf,56,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,-2.29,-0.63
JAMIESON,SCOTT,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,T54,Estrella Damm Catalunya Championship,DP World Tour,T63,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T21,KLM Open,DP World Tour,-2.3,-0.95
ALEXANDER,TYSON,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.3,-0.15
CAPPELEN,SEBASTIAN,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T58,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-2.3,-0.47
RIEDEL,MATTHEW,Korn Ferry Tour,T73,Colonial Life Charity Classic,Korn Ferry Tour,T60,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.31,-0.61
ROSENMUELLER,THOMAS,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,66,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.32,-1.66
BUCHANAN,JACKSON,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T35,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.36,-1.07
FURR,WILSON,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T15,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,WD,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.42,-1.29
FOLLET-SMITH,BENJAMIN,DP World Tour,T31,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,Interwetten Open,Challenge Tour,-2.42,-0.54
DAVIS,CAM,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,T67,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,-2.47,-0.85
BARJON,PAUL,Korn Ferry Tour,T61,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T17,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.49,0.44
HASTINGS,JUSTIN,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T59,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.49,-1.08
DEBOVE,QUENTIN,DP World Tour,CUT,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,T68,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.49,-0.38
KIZZIRE,PATTON,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,-2.52,-1.49
SULLIVAN,RYAN,Korn Ferry Tour,T36,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T47,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.54,-0.07
GALLEGOS,ANDRES,DP World Tour,T59,Estrella Damm Catalunya Championship,DP World Tour,61,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.54,0.15
ARNI SVEINSSON,GUNNLAUGUR,Amateur,T65,Pauma Valley Invitational presented by Heads Up,Amateur,T14,Augusta Haskins Award Invitational,Amateur,T60,2026 SEC Men's Golf Championship Stroke Play,Amateur,T43,NCAA Marana Regional,Amateur,T32,NCAA DI Men's National Championship- Stroke Play,Amateur,-2.56,-0.71
PUEBLA,GIUSEPPE,Amateur,T54,White Sands Invitational,Amateur,T5,AJGA Simplify Boys Championship at Carlton Woods,Amateur,T15,Junior Invitational,Amateur,T3,Terra Cotta Invitational,Amateur,3,Team TaylorMade Invitational,Amateur,-2.56,0.1
COCHA,TOMMY,Korn Ferry Tour,T17,94 Abierto del Centro Zurich presentado por Personal,PGA Tour Americas,CUT,Diners Club Peru Open,PGA Tour Americas,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.56,0.44
MOLINARI,EDOARDO,DP World Tour,CUT,Hero Indian Open,DP World Tour,T53,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T63,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,-2.57,-0.64
OVERTON,JEFF,Korn Ferry Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,WD,UNC Health Championship,Korn Ferry Tour,T60,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,-2.66,-0.65
PALMER,RYAN,PGA Tour,CUT,Valero Texas Open,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.67,0
BUCHANAN,JACK,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Challenge de Catalunya,Challenge Tour,T24,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,-2.75,-0.85
KYES,CHASE,Amateur,T5,Mason Rudolph Championship,Amateur,T37,Lewis Chitengwa Memorial,Amateur,T45,2026 SEC Men's Golf Championship Stroke Play,Amateur,T39,NCAA Bryan Regional,Amateur,T49,NCAA DI Men's National Championship- Stroke Play,Amateur,-2.76,0.09
VOGELSONG,ALEX,Korn Ferry Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,-2.8,-0.16
