Last Name,First Name,main-tour-inner,main-tour-hover,L5 Tournament-Type 1,L5 Tournament-Type 1,L5 Place-Type 1,L5 Tournament-Type 2,L5 Tournament-Type 2,L5 Place-Type 2,L5 Tournament-Type 3,L5 Tournament-Type 3,L5 Place-Type 3,L5 Tournament-Type 4,L5 Tournament-Type 4,L5 Place-Type 4,L5 Tournament-Type 5,L5 Tournament-Type 5,L5 Place-Type 5,SG-PUTT,SG-ARG
TRINGALE,CAMERON,LIV,LIV Golf,Mexico City,LIV Golf,T45,Virginia,LIV Golf,T10,Korea,LIV Golf,T46,Andalucia,LIV Golf,30,International Series Morocco presented by Visit Morocco,Asian Tour,T34,-0.77,-0.34
DING,WENYI,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T59,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T17,KLM Open,DP World Tour,T35,DS Automobiles 83° Open d’Italia,DP World Tour,T57,-0.77,-0.5
MALNATI,PETER,PGA,PGA Tour,Valero Texas Open,PGA Tour,T19,Zurich Classic of New Orleans,PGA Tour,T63,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T53,-0.78,-0.13
ROBINSON THOMPSON,BRANDON,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T21,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T40,-0.78,-0.27
DOYLE,DREW,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,1,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,T48,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,T29,Inter Rapidisimo Golf Championship,PGA Tour Americas,T27,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T49,-0.78,1.12
LEE,HYUNGJOON,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,KPGA Korean Tour,T3,Kolon The 68th KOREA Open,ASA,T23,The 69th KPGA Championship with A-ONE CC,KPGA Korean Tour,T26,Hana Bank Invitational,KPGA Korean Tour,T42,KPGA Gunsan CC Open,KPGA Korean Tour,T23,-0.79,1.18
ROY,KEVIN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T71,THE CJ CUP Byron Nelson,PGA Tour,T3,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,U.S. Open,Major,T74,-0.79,-0.78
CRISTONI,MATTEO,CHA,Challenge Tour,Challenge de Catalunya,Challenge Tour,T46,Danish Golf Challenge,Challenge Tour,T43,Challenge de España,Challenge Tour,T20,Interwetten Open,Challenge Tour,T11,DS Automobiles 83° Open d’Italia,DP World Tour,T7,-0.79,1.05
GOOSEN,RETIEF,CHAMP,PGA Tour Champions,Mitsubishi Electric Classic,PGA Tour Champions,T2,Regions Tradition,PGA Tour Champions,1,Insperity Invitational,PGA Tour Champions,19,Principal Charity Classic,PGA Tour Champions,T18,DICK'S Open,PGA Tour Champions,T8,-0.79,0.63
SIMPSON,SAMUEL,AFR,Sunshine Tour,FBC ZIM Open,Sunshine Tour,T5,Kit Kat Cash & Carry Pro-Am,Sunshine Tour,T5,SunBet Challenge hosted by Sun Boardwalk,Sunshine Tour,T14,The Mopani Zambia Open,Sunshine Tour,1,KCM Golf Challenge,Sunshine Tour,T36,-0.8,0.82
DU PLESSIS,HENNIE,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T63,KLM Open,DP World Tour,1,U.S. Open,Major,T40,-0.8,-0.96
LEDESMA,NELSON,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,T47,Visit Knoxville Open,Korn Ferry Tour,T48,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,WD,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T17,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,CUT,-0.8,0.61
CHOI,SAM,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T47,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T19,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T60,-0.81,0.75
NICHOLAS,JAMES,KFT,Korn Ferry Tour,UNC Health Championship,Korn Ferry Tour,T65,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,U.S. Open,Major,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T28,-0.82,0.03
NEWCOMB,PATRICK,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,T2,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,T33,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,CUT,Inter Rapidisimo Golf Championship,PGA Tour Americas,T45,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T49,-0.82,0.03
DANTORP,JENS,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T38,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T30,KLM Open,DP World Tour,T55,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.83,0.25
PHILLIPS,TRENT,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T56,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T48,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T26,-0.83,-0.48
BRAMLETT,JOSEPH,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T40,UNC Health Championship,Korn Ferry Tour,T39,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T48,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.84,-0.16
BROWN,BARCLAY,CHA,Challenge Tour,Danish Golf Challenge,Challenge Tour,T28,Challenge de España,Challenge Tour,T60,Swiss Challenge,Challenge Tour,T10,Interwetten Open,Challenge Tour,T3,English Open supported by HotelPlanner,Challenge Tour,T14,-0.85,1.21
GOFF,ALEX,CHA,Challenge Tour,Danish Golf Challenge,Challenge Tour,T13,Challenge de España,Challenge Tour,T28,Swiss Challenge,Challenge Tour,T16,Interwetten Open,Challenge Tour,T41,English Open supported by HotelPlanner,Challenge Tour,T9,-0.85,0.41
WALLIN,ADAM,CHA,Challenge Tour,Challenge de Catalunya,Challenge Tour,6,Danish Golf Challenge,Challenge Tour,T6,Swiss Challenge,Challenge Tour,T3,Interwetten Open,Challenge Tour,CUT,Blot Play9,Challenge Tour,T46,-0.86,0.28
IKEMURA,TOMOYO,JPN,Japan Golf Tour,Kansai Open Golf Championship,Japan Golf Tour,T24,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T6,Gate Way To The Open Mizuno Open,Japan Golf Tour,T13,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T16,-0.86,0.32
GIBOUDOT,MAXENCE,CHA,Challenge Tour,Danish Golf Challenge,Challenge Tour,CUT,Challenge de España,Challenge Tour,2,Interwetten Open,Challenge Tour,T50,English Open supported by HotelPlanner,Challenge Tour,T4,Blot Play9,Challenge Tour,T24,-0.87,0.87
SUGIURA,YUTA,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T21,UNC Health Championship,Korn Ferry Tour,T39,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T44,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T60,Memorial Health Championship presented by LRS,Korn Ferry Tour,T62,-0.87,0.07
SOUTHGATE,MATTHEW,CHA,Challenge Tour,Challenge de Catalunya,Challenge Tour,CUT,Danish Golf Challenge,Challenge Tour,T21,Swiss Challenge,Challenge Tour,CUT,Interwetten Open,Challenge Tour,1,English Open supported by HotelPlanner,Challenge Tour,CUT,-0.88,1.09
SHEEHAN,PATRICK,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,T20,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,CUT,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,T18,Inter Rapidisimo Golf Championship,PGA Tour Americas,T5,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T59,-0.88,0.68
SODERBERG,SEBASTIAN,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T3,Estrella Damm Catalunya Championship,DP World Tour,60,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.89,0.17
LEWIS,RILEY,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,DQ,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,T24,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,T16,Inter Rapidisimo Golf Championship,PGA Tour Americas,CUT,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,2,-0.89,0.01
COTTAM,KYLE,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,CUT,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T29,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T40,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T17,-0.89,0.06
SIMONSEN,MARTIN,NGL,Nordic Golf League,ECCO Tour Sand Valley Masters,Nordic Golf League,T6,Sand Valley Spring Series Championship,Nordic Golf League,3,Big Green Egg Blekinge Open,Nordic Golf League,T6,Danish Golf Challenge,Challenge Tour,CUT,Interwetten Open,Challenge Tour,1,-0.89,0.77
SLOAN,ROGER,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T58,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T25,RBC Canadian Open,PGA Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.89,-0.1
CLEMENTS,TODD,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T11,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.89,-0.52
ENNIS,WHEATON,AM,Amateur,Tar Heel Intercollegiate,Amateur,T98,2026 SEC Men's Golf Championship Stroke Play,Amateur,T14,NCAA Bryan Regional,Amateur,12,NCAA DI Men's National Championship- Stroke Play,Amateur,T29,Sunnehanna Amateur,Amateur,2,-0.9,0.68
MUN,DOYEOB,KOR,KPGA Korean Tour,Korea,LIV Golf,T15,Andalucia,LIV Golf,T23,International Series Morocco presented by Visit Morocco,Asian Tour,T42,Hana Bank Invitational,KPGA Korean Tour,T32,KPGA Gunsan CC Open,KPGA Korean Tour,T31,-0.9,-0.07
SURRATT,CALEB,LIV,LIV Golf,Virginia,LIV Golf,49,Soudal Open,DP World Tour,T12,Korea,LIV Golf,T70,Andalucia,LIV Golf,T63,U.S. Open,Major,T45,-0.91,-0.62
STONE,BRANDON,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T48,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-0.91,-0.15
LEE,SOOMIN,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,KPGA Korean Tour,CUT,Kolon The 68th KOREA Open,ASA,T23,The 69th KPGA Championship with A-ONE CC,KPGA Korean Tour,7,Hana Bank Invitational,KPGA Korean Tour,CUT,KPGA Gunsan CC Open,KPGA Korean Tour,T16,-0.91,0.72
FISCHER,ZACK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,1,Visit Knoxville Open,Korn Ferry Tour,T73,UNC Health Championship,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T7,-0.93,0.36
STRAKA,SEPP,PGA,PGA Tour,PGA Championship,Major,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T12,the Memorial Tournament presented by Workday,PGA Tour,T40,U.S. Open,Major,CUT,Travelers Championship,PGA Tour,72,-0.93,-1.49
ELS,ERNIE,CHAMP,PGA Tour Champions,Mitsubishi Electric Classic,PGA Tour Champions,T4,Regions Tradition,PGA Tour Champions,T10,Insperity Invitational,PGA Tour Champions,T8,Trophy Hassan II,PGA Tour Champions,T12,Principal Charity Classic,PGA Tour Champions,2,-0.93,0.11
CARD III,JAY,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T68,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T44,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T48,Memorial Health Championship presented by LRS,Korn Ferry Tour,T17,-0.94,0.02
PETTIT,TURK,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T68,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T5,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.94,0.35
LAMB,DAVIS,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T53,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T25,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.94,-0.36
SCHNEIDER,MARCEL,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,73,Soudal Open,DP World Tour,T37,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T30,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T17,-0.94,-0.23
GLOVER,LUCAS,PGA,PGA Tour,PGA Championship,Major,CUT,Charles Schwab Challenge,PGA Tour,CUT,the Memorial Tournament presented by Workday,PGA Tour,T71,RBC Canadian Open,PGA Tour,T66,Travelers Championship,PGA Tour,T46,-0.94,-0.7
HEND,SCOTT,CHAMP,PGA Tour Champions,Regions Tradition,PGA Tour Champions,T22,Taiwan Glass Taifong Open,ASA,2,Trophy Hassan II,PGA Tour Champions,CUT,Principal Charity Classic,PGA Tour Champions,T45,DICK'S Open,PGA Tour Champions,1,-0.94,0.74
CELIA,RICARDO,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T55,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T55,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T26,-0.94,0.61
ROMANO,ANDREA,ALP,Alps Tour Golf,Gösser Open,Alps Tour Golf,T7,Lacanau Alps Open,Alps Tour Golf,T2,Open de Roissy PGA France,Alps Tour Golf,T7,Interwetten Open,Challenge Tour,T48,DS Automobiles 83° Open d’Italia,DP World Tour,1,-0.95,0.88
PIETERS,THOMAS,LIV,LIV Golf,South Africa,LIV Golf,T20,Mexico City,LIV Golf,T38,Virginia,LIV Golf,T46,Korea,LIV Golf,40,Andalucia,LIV Golf,T26,-0.95,-1.02
GRINBERG,LEV,AM,Amateur,European Nations Cup - Copa Sotogrande,Amateur,T182,Soudal Open,DP World Tour,T10,St Andrews Links Trophy,Amateur,T74,The Amateur Championship,Amateur,T6,European Amateur Championship,Amateur,1,-0.95,0.75
CAMPBELL,BRIAN,PGA,PGA Tour,PGA Championship,Major,CUT,Charles Schwab Challenge,PGA Tour,82,the Memorial Tournament presented by Workday,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T47,Travelers Championship,PGA Tour,CUT,-0.95,-0.04
LAPORTA,FRANCESCO,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T40,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T17,-0.96,-0.77
BAKER,ELIOT,AM,Amateur,Lytham Trophy,Amateur,T33,English Men's Open Amateur Stroke Play Championship (Brabazon Trophy),Amateur,T46,St Andrews Links Trophy,Amateur,2,The Amateur Championship,Amateur,T9,European Amateur Championship,Amateur,T27,-0.96,0.24
SEMIKAWA,TAIGA,JPN,Japan Golf Tour,Kansai Open Golf Championship,Japan Golf Tour,T16,Japan PGA Championship Senko Group Cup,Japan Golf Tour,CUT,Gate Way To The Open Mizuno Open,Japan Golf Tour,T13,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T6,Hana Bank Invitational,KPGA Korean Tour,CUT,-0.96,-0.58
TURNER,JACK,AM,Amateur,Calusa Cup,Amateur,T14,2026 SEC Men's Golf Championship Stroke Play,Amateur,T4,NCAA Columbus Regional,Amateur,T7,NCAA DI Men's National Championship- Stroke Play,Amateur,T76,The Amateur Championship,Amateur,10,-0.96,0.1
ENEFER,WILL,CHA,Challenge Tour,Challenge de Catalunya,Challenge Tour,CUT,Challenge de España,Challenge Tour,T9,Swiss Challenge,Challenge Tour,T31,Interwetten Open,Challenge Tour,T18,English Open supported by HotelPlanner,Challenge Tour,T36,-0.97,0.43
FISHER,ROSS,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T21,Soudal Open,DP World Tour,T51,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,73,KLM Open,DP World Tour,69,DS Automobiles 83° Open d’Italia,DP World Tour,T57,-0.97,0.43
HIRATA,KENSEI,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T65,Charles Schwab Challenge,PGA Tour,T71,RBC Canadian Open,PGA Tour,T19,-0.97,-0.02
FORREST,GRANT,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T12,-0.98,-0.75
SCHWARTZEL,CHARL,LIV,LIV Golf,Masters Tournament,Major,T34,Mexico City,LIV Golf,54,Virginia,LIV Golf,T39,Korea,LIV Golf,T31,Andalucia,LIV Golf,T26,-0.98,-0.57
MAEDA,KOSHIRO,JPN,Japan Golf Tour,The Crowns,Japan Golf Tour,T9,Kansai Open Golf Championship,Japan Golf Tour,T24,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T27,Gate Way To The Open Mizuno Open,Japan Golf Tour,CUT,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T10,-0.98,0.64
CHOI,SEUNGBIN,KOR,KPGA Korean Tour,KPGA Founders Cup,KPGA Korean Tour,T22,KPGA Gyeongbuk Open,KPGA Korean Tour,T46,The 69th KPGA Championship with A-ONE CC,KPGA Korean Tour,T3,Hana Bank Invitational,KPGA Korean Tour,T19,KPGA Gunsan CC Open,KPGA Korean Tour,T16,-0.98,0.07
HOSHINO,RIKUYA,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T58,Soudal Open,DP World Tour,T43,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T53,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T26,-0.99,0.04
KOZAN,ANDREW,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T6,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T60,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T48,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.99,0.36
GABRELCIK,NICK,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T13,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.99,-0.02
GARCIA,JORGE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T25,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1,0.69
LEWTON,STEVE,ASA,Asian Tour,The 45th GS Caltex Maekyung Open,ASA,T11,Taiwan Glass Taifong Open,ASA,T19,Kolon The 68th KOREA Open,ASA,T22,am green IGPL Bharath Classic,Asian Tour,T19,International Series Morocco presented by Visit Morocco,Asian Tour,T55,-1,0.74
SMYTH,TRAV,LIV,LIV Golf,Singapore Open presented by The Business Times,Asian Tour,T45,PGA Championship,Major,CUT,Korea,LIV Golf,CUT,Andalucia,LIV Golf,T19,International Series Morocco presented by Visit Morocco,Asian Tour,T8,-1,-0.29
DUNCAN,TYLER,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,PGA Tour,T28,UNC Health Championship,Korn Ferry Tour,T40,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T13,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1,0.04
STERNE,RICHARD,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T47,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,1,KLM Open,DP World Tour,T11,-1.01,-0.46
MERRITT,TROY,KFT,Korn Ferry Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T75,UNC Health Championship,Korn Ferry Tour,T54,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T5,Memorial Health Championship presented by LRS,Korn Ferry Tour,T48,-1.01,0.21
LACROIX,FREDERIC,DPT,DP World Tour,Volvo China Open,DP World Tour,70,Turkish Airlines Open,DP World Tour,CUT,Soudal Open,DP World Tour,T53,KLM Open,DP World Tour,T11,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.01,-0.39
HALE JR,BLAINE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T39,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.02,0.57
WILKES,TYLER,KFT,Korn Ferry Tour,Diners Club Peru Open,PGA Tour Americas,CUT,Visit Knoxville Open,Korn Ferry Tour,59,UNC Health Championship,Korn Ferry Tour,T23,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,63,Memorial Health Championship presented by LRS,Korn Ferry Tour,T3,-1.04,0.63
ROZO,MARCELO,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T53,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,U.S. Open,Major,CUT,-1.04,0.19
NESBITT,DREW,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T50,RBC Canadian Open,PGA Tour,1,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.04,0.27
SCHMIDT,BEN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T8,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.05,-0.35
PEACOCK,JAKE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T29,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T40,U.S. Open,Major,T31,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,CUT,-1.05,0.67
BLAND,RICHARD,LIV,LIV Golf,South Africa,LIV Golf,T23,Mexico City,LIV Golf,T12,Virginia,LIV Golf,45,Korea,LIV Golf,53,Andalucia,LIV Golf,T26,-1.05,-0.4
KOKRAK,JASON,LIV,LIV Golf,South Africa,LIV Golf,T20,Mexico City,LIV Golf,T22,Virginia,LIV Golf,T49,Korea,LIV Golf,T37,Andalucia,LIV Golf,T46,-1.05,-0.5
SULLIVAN,ANDY,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,CUT,PGA Championship,Major,79,Soudal Open,DP World Tour,CUT,KLM Open,DP World Tour,T25,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-1.07,-0.83
WALKER,EUAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T30,KLM Open,DP World Tour,T45,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.07,0.24
TOSTI,ALEJANDRO,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T40,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,U.S. Open,Major,CUT,-1.07,0.5
CREEL,JOSHUA,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T10,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.08,0.7
SUMMERHAYS,PRESTON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T7,-1.08,0.74
