Last Name,First Name,main-tour-L20 Rds,Last 5 Starts-Tour-Start 1,Last 5 Starts-Event-Start 1,Last 5 Starts-Finish-Start 1,Last 5 Starts-Tour-Start 2,Last 5 Starts-Event-Start 2,Last 5 Starts-Finish-Start 2,Last 5 Starts-Tour-Start 3,Last 5 Starts-Event-Start 3,Last 5 Starts-Finish-Start 3,Last 5 Starts-Tour-Start 4,Last 5 Starts-Event-Start 4,Last 5 Starts-Finish-Start 4,Last 5 Starts-Tour-Start 5,Last 5 Starts-Event-Start 5,Last 5 Starts-Finish-Start 5,True SG,True SG vs Baseline
KNOX,RUSSELL,KFT,Korn Ferry Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,Visit Knoxville Open,T69,Korn Ferry Tour,UNC Health Championship,T39,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,T38,-1.22,-0.15
HITCHNER,DEREK,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T55,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.22,-0.22
MORRISON,JAMES,DPT,DP World Tour,Soudal Open,T70,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T35,DP World Tour,DS Automobiles 83° Open d’Italia,T45,DP World Tour,BMW International Open,T14,-1.23,0.1
BLOMME,ADAM,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T63,DP World Tour,Interwetten Open,CUT,Challenge Tour,English Open supported by HotelPlanner,T55,Challenge Tour,Le Vaudreuil Golf Challenge,CUT,-1.24,0.67
BJERREGAARD,LUCAS,DPT,DP World Tour,Estrella Damm Catalunya Championship,T58,DP World Tour,Soudal Open,T17,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,International Series Morocco presented by Visit Morocco,CUT,Asian Tour,BMW International Open,T59,-1.24,0.01
BAIRSTOW,SAM,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T45,DP World Tour,BMW International Open,CUT,-1.25,-0.19
SCHNEIDER,MARCEL,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T30,DP World Tour,KLM Open,T17,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,73,-1.26,-0.42
MORY,FELIX,DPT,DP World Tour,Soudal Open,T35,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T26,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.27,0.19
QUAYLE,ANTHONY,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T59,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.28,-0.16
TOSTI,ALEJANDRO,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,U.S. Open,CUT,Major,John Deere Classic,T40,-1.28,0.31
LEMKE,NIKLAS,DPT,DP World Tour,Magical Kenya Open presented by absa,CUT,DP World Tour,Hainan Classic presented by MAEXTRO,T34,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,WD,DP World Tour,KLM Open,T60,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,-1.29,-0.26
GORDON,WILL,KFT,Korn Ferry Tour,UNC Health Championship,T64,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,64,Korn Ferry Tour,John Deere Classic,CUT,-1.3,0
WU,DYLAN,PGA,PGA Tour,THE CJ CUP Byron Nelson,72,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,U.S. Open,CUT,Major,John Deere Classic,T45,-1.31,-0.82
GANDON,JEREMY,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T12,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.31,-0.61
LEACH,TYLER,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,65,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T48,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.31,0.29
LEE,RICHARD,LIV,LIV Golf,Virginia,T27,LIV Golf,Kolon The 68th KOREA Open,T30,ASA,Korea,CUT,LIV Golf,Andalucia,T70,LIV Golf,International Series Morocco presented by Visit Morocco,T41,-1.32,-0.94
PAUL,YANNIK,DPT,DP World Tour,Soudal Open,T8,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,Blot Play9,CUT,Challenge Tour,BMW International Open,CUT,-1.32,0.62
BALDWIN,MATTHEW,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T47,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T66,-1.34,0.3
HARKINS,BRANDON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,T30,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,-1.34,0.6
SHARMA,SHUBHANKAR,DPT,DP World Tour,Volvo China Open,CUT,DP World Tour,Turkish Airlines Open,CUT,DP World Tour,Estrella Damm Catalunya Championship,T65,DP World Tour,Soudal Open,CUT,DP World Tour,BMW International Open,CUT,-1.35,0.27
CHIRRAVURI,MAHANTH,AM,Amateur,NCAA Winston-Salem Regional,CUT,Amateur,NCAA DI Men's National Championship- Stroke Play,4,Amateur,BMW Charity Pro-Am Presented by TD SYNNEX,T23,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T48,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.36,-0.63
LA SASSO,MICHAEL,LIV,LIV Golf,Mexico City,T31,LIV Golf,Virginia,55,LIV Golf,Korea,T46,LIV Golf,Andalucia,CUT,LIV Golf,International Series Morocco presented by Visit Morocco,T50,-1.36,0.59
BOTHA,BAREND,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T33,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.37,-0.82
GOODWIN,NOAH,KFT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T38,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,Korn Ferry Tour,John Deere Classic,CUT,-1.37,-0.7
LAWRENCE,THRISTON,DPT,DP World Tour,ONEflight Myrtle Beach Classic,T74,PGA Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.37,-0.9
TEATER,JOSH,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T4,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.37,0.59
CONE,TREVOR,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.4,-0.94
DEL SOLAR,CRISTOBAL,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T7,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T40,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.41,0
HIGHSMITH,JOE,PGA,PGA Tour,PGA Championship,70,Major,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-1.48,0.1
WILLIAMS,ROBIN,DPT,DP World Tour,KLM Open,CUT,DP World Tour,Interwetten Open,T45,Challenge Tour,English Open supported by HotelPlanner,T28,Challenge Tour,Blot Play9,CUT,Challenge Tour,BMW International Open,CUT,-1.48,0.24
MASAVEU,LUIS,LIV,LIV Golf,Challenge de Catalunya,CUT,Challenge Tour,Korea,T21,LIV Golf,Andalucia,T37,LIV Golf,International Series Morocco presented by Visit Morocco,CUT,Asian Tour,Le Vaudreuil Golf Challenge,T16,-1.49,-0.25
KO,JEONG WEON,DPT,DP World Tour,Soudal Open,T25,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T30,DP World Tour,BMW International Open,CUT,-1.49,0.66
CHANDLER,WILL,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T48,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.49,-0.07
JONSSON,TOBIAS,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T47,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.5,-0.25
ARNAUS,ADRI,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T55,-1.5,-0.07
SURI,JULIAN,KFT,Korn Ferry Tour,Visit Knoxville Open,T10,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T40,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.52,-0.61
KAEWKANJANA,SADOM,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,International Series Morocco presented by Visit Morocco,T48,Asian Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T28,-1.52,-0.71
SCHENK,ADAM,PGA,PGA Tour,PGA Championship,CUT,Major,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,T74,-1.52,-0.34
VAN PARIS,JACKSON,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,U.S. Open,T27,Major,Memorial Health Championship presented by LRS,CUT,-1.52,-0.56
BURNETT,RYAN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T50,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T68,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.53,0.06
DUNCAN,AUSTIN,KFT,Korn Ferry Tour,Diners Club Peru Open,1,PGA Tour Americas,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-1.55,0.22
WHITNEY,TOM,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T73,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T26,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.55,-0.27
LIST,LUKE,KFT,Korn Ferry Tour,Zurich Classic of New Orleans,T38,PGA Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,UNC Health Championship,CUT,Korn Ferry Tour,John Deere Classic,T40,-1.58,-0.16
MCCORMICK,RYAN,KFT,Korn Ferry Tour,Astara Chile Classic presented by Scotiabank,1,Korn Ferry Tour,Visit Knoxville Open,WD,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T12,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T53,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.58,0.29
DEBOVE,QUENTIN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T68,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T16,DP World Tour,BMW International Open,CUT,-1.59,0.15
GIRRBACH,JOEL,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,11,DP World Tour,DS Automobiles 83° Open d’Italia,T23,DP World Tour,BMW International Open,WD,-1.59,-0.77
TABUENA,MIGUEL,LIV,LIV Golf,Mexico City,T42,LIV Golf,Virginia,T49,LIV Golf,Korea,25,LIV Golf,Andalucia,CUT,LIV Golf,International Series Morocco presented by Visit Morocco,T50,-1.61,-0.31
MARZILIO,VICENTE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T26,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.61,0.34
GARCIA RODRIGUEZ,SEBASTIAN,DPT,DP World Tour,Soudal Open,T25,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,66,DP World Tour,DS Automobiles 83° Open d’Italia,T61,DP World Tour,BMW International Open,T60,-1.63,-0.29
NAIDOO,DYLAN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T59,DP World Tour,BMW International Open,CUT,-1.63,0.47
NESMITH,MATT,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T52,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T12,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.65,-0.07
RIEDEL,MATTHEW,KFT,Korn Ferry Tour,Visit Knoxville Open,T3,Korn Ferry Tour,UNC Health Championship,T60,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.65,0.03
LOWER,JUSTIN,PGA,PGA Tour,Zurich Classic of New Orleans,CUT,PGA Tour,ONEflight Myrtle Beach Classic,T32,PGA Tour,THE CJ CUP Byron Nelson,T45,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,T47,-1.66,-0.77
GIBSON,RHEIN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.67,-0.21
YOUNG,DANIEL,DPT,DP World Tour,Soudal Open,T60,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T57,DP World Tour,BMW International Open,CUT,-1.69,-0.65
HOLT,IAN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T46,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.69,-1.29
GUTHRIE,LUKE,KFT,Korn Ferry Tour,Valspar Championship,1,PGA Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T17,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T60,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.71,-0.16
BUCHANAN,JACK,DPT,DP World Tour,Soudal Open,T35,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T24,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.71,0.07
WILLIAMS,WELLS,AM,Amateur,ONEflight Myrtle Beach Classic,CUT,PGA Tour,NCAA Athens Regional,CUT,Amateur,NCAA DI Men's National Championship- Stroke Play,T14,Amateur,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,T23,-1.71,-0.19
LAMPRECHT,CHRISTO,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T60,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-1.72,-0.88
MAICHON,PHICHAKSN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.74,-0.26
MARTIN,BEN,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-1.76,-0.64
FERNANDEZ VALDES,JORGE,KFT,Korn Ferry Tour,Colonial Life Charity Classic,T23,Korn Ferry Tour,Visit Knoxville Open,T69,Korn Ferry Tour,UNC Health Championship,65,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T65,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,-1.77,-1.19
REPETTO TAYLOR,ROCCO PAOLO,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T41,DP World Tour,KLM Open,CUT,DP World Tour,U.S. Open,CUT,Major,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.78,-0.47
LEWIS,BRYCE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T3,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.78,-0.19
SENIOR,JACK,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T23,DP World Tour,BMW International Open,WD,-1.79,-0.59
INFANTI,NICK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-1.79,0.31
STEGMAIER,BRETT,KFT,Korn Ferry Tour,Tulum Championship at PGA Riviera Maya,1,Korn Ferry Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,-1.8,-0.16
TODD,BRENDON,PGA,PGA Tour,Cognizant Classic in The Palm Beaches,T67,PGA Tour,Club Car Championship at The Landings Golf & Athletic Club,CUT,Korn Ferry Tour,Valero Texas Open,T65,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,John Deere Classic,CUT,-1.8,0.32
VAN HORNE,ASHTON,KFT,Korn Ferry Tour,LECOM Suncoast Classic,T40,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,Inter Rapidisimo Golf Championship,T19,-1.81,-0.52
MCDOWELL,GRAEME,LIV,LIV Golf,Mexico City,51,LIV Golf,Virginia,T52,LIV Golf,Korea,T18,LIV Golf,Andalucia,CUT,LIV Golf,U.S. Open,T45,-1.82,-0.72
ANDERSON,MATTHEW,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,RBC Canadian Open,CUT,PGA Tour,Memorial Health Championship presented by LRS,CUT,-1.82,-0.25
SARGENT,BILLY TOM,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T40,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.82,-0.44
CAPPELEN,SEBASTIAN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T40,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.83,-0.12
OPPENHEIM,ROB,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.85,0.02
BYRD,JONATHAN,PGA,PGA Tour,LECOM Suncoast Classic,T59,Korn Ferry Tour,Zurich Classic of New Orleans,CUT,PGA Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,THE CJ CUP Byron Nelson,T71,PGA Tour,John Deere Classic,CUT,-1.87,-1.08
BIONDI,FRED,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,55,DP World Tour,BMW International Open,CUT,-1.9,-0.44
CHAMP,CAMERON,KFT,Korn Ferry Tour,Zurich Classic of New Orleans,CUT,PGA Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,THE CJ CUP Byron Nelson,T69,PGA Tour,Memorial Health Championship presented by LRS,CUT,Korn Ferry Tour,John Deere Classic,WD,-1.9,-0.93
LOMBARD,ZANDER,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T8,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.91,-0.74
CAMPBELL,BEN,LIV,LIV Golf,Mexico City,T31,LIV Golf,Virginia,56,LIV Golf,Korea,53,LIV Golf,Andalucia,CUT,LIV Golf,International Series Morocco presented by Visit Morocco,T12,-1.91,-0.43
VANDERLAAN,JOHN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T60,PGA Tour,Charles Schwab Challenge,T67,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-1.91,-1.44
WHITE,BRETT,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T19,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.92,-0.49
THORNBERRY,BRADEN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T51,Korn Ferry Tour,UNC Health Championship,T66,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.92,-0.21
HELLGREN,BJORN,LIV,LIV Golf,Singapore Open presented by The Business Times,54,Asian Tour,Virginia,T9,LIV Golf,Korea,T35,LIV Golf,Andalucia,T37,LIV Golf,International Series Morocco presented by Visit Morocco,56,-1.93,-0.41
VEERMAN,JOHANNES,DPT,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.94,-0.75
VIDAL,QUIM,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T45,DP World Tour,BMW International Open,CUT,-1.95,-0.04
ONISHI,KAITO,JPN,Japan Golf Tour,Kansai Open Golf Championship,CUT,Japan Golf Tour,Gate Way To The Open Mizuno Open,CUT,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,CUT,Japan Golf Tour,U.S. Open,CUT,Major,Memorial Health Championship presented by LRS,T10,-1.96,0.17
